18.004007,A,idle
18.004113,A,slurping,0
18.004192,G,idle
18.004243,F,idle
18.004252,G,slurping,1
18.004315,I,idle
18.004324,F,slurping,0
18.004357,H,idle
18.004387,I,slurping,0
18.004419,C,idle
18.004440,H,slurping,2
18.004459,C,slurping,2
18.118442,K,swallowing
18.131235,E,swallowing
18.219289,D,idle
18.219346,D,slurping,1
18.231359,J,idle
18.231437,J,slurping,2
19.004028,B,swallowing
19.004204,A,swallowing
19.004358,G,swallowing
19.004396,F,swallowing
19.004470,I,swallowing
19.004516,H,swallowing
19.004551,C,swallowing
19.118539,K,idle
19.118599,K,slurping,0
19.131345,E,idle
19.131401,E,slurping,2
19.219412,D,swallowing
19.231556,J,swallowing
20.004144,B,idle
20.004230,B,slurping,0
20.004284,A,idle
20.004325,A,slurping,1
20.004472,G,idle
20.004505,F,idle
20.004544,G,slurping,1
20.004554,F,slurping,0
20.004562,I,idle
20.004574,H,idle
20.004614,I,slurping,1
20.004628,H,slurping,2
20.004640,C,idle
20.004684,C,slurping,2
20.118692,K,swallowing
20.131486,E,swallowing
20.219500,D,idle
20.219567,D,slurping,0
20.231658,J,idle
20.231718,J,slurping,2
21.004796,B,swallowing
21.004814,A,swallowing
21.004830,G,swallowing
21.004841,F,swallowing
21.004862,I,swallowing
21.004880,H,swallowing
21.004890,C,swallowing
21.118781,K,idle
21.118850,K,slurping,0
21.131572,E,idle
21.131633,E,slurping,2
21.219688,D,swallowing
21.231821,J,swallowing
22.004923,B,idle
22.004928,F,idle
22.004955,H,idle
22.004966,G,idle
22.004983,I,idle
22.004997,C,idle
22.005014,A,idle
22.005106,F,slurping,2
22.005243,B,slurping,1
22.005343,G,slurping,0
22.005356,H,slurping,0
22.005388,A,slurping,2
22.005401,C,slurping,1
22.005412,I,slurping,1
22.118936,K,swallowing
22.131726,E,swallowing
22.219775,D,idle
22.219838,D,slurping,0
22.231910,J,idle
22.231967,J,slurping,2
23.005229,F,swallowing
23.005329,B,swallowing
23.005395,G,swallowing
23.005406,H,swallowing
23.005485,A,swallowing
23.005495,C,swallowing
23.005505,I,swallowing
23.119039,K,idle
23.119107,K,slurping,1
23.131820,E,idle
23.131874,E,slurping,2
23.219935,D,swallowing
23.232082,J,swallowing
24.005362,F,idle
24.005433,B,idle
24.005492,F,slurping,1
24.005505,G,idle
24.005512,H,idle
24.005576,I,idle
24.005584,C,idle
24.005618,A,idle
24.005722,G,slurping,0
24.005744,H,slurping,0
24.005771,B,slurping,1
24.005819,C,slurping,0
24.005844,I,slurping,2
24.005944,A,slurping,2
24.119209,K,swallowing
24.131966,E,swallowing
24.220027,D,idle
24.220097,D,slurping,1
24.232168,J,idle
24.232225,J,slurping,2
25.005606,F,swallowing
25.005801,G,swallowing
25.005841,H,swallowing
25.005862,B,swallowing
25.005893,I,swallowing
25.005898,C,swallowing
25.006028,A,swallowing
25.119313,K,idle
25.119398,K,slurping,2
25.132064,E,idle
25.132123,E,slurping,1
25.220203,D,swallowing
25.232329,J,swallowing
26.005722,F,idle
26.005800,F,slurping,1
26.005890,G,idle
26.005936,G,slurping,1
26.005948,H,idle
26.005981,B,idle
26.006004,H,slurping,2
26.006020,C,idle
26.006025,B,slurping,2
26.006045,I,idle
26.006059,C,slurping,0
26.006079,I,slurping,0
26.006107,A,idle
26.006144,A,slurping,0
26.119501,K,swallowing
26.132219,E,swallowing
26.220315,D,idle
26.220398,D,slurping,2
26.232404,J,idle
26.232459,J,slurping,1
27.005912,F,swallowing
27.006012,G,swallowing
27.006083,H,swallowing
27.006094,C,swallowing
27.006140,B,swallowing
27.006160,I,swallowing
27.006223,A,swallowing
27.119590,K,idle
27.119690,K,slurping,0
27.132313,E,idle
27.132379,E,slurping,1
27.220485,D,swallowing
27.232567,J,swallowing
28.006033,F,idle
28.006131,G,idle
28.006154,F,slurping,0
28.006172,H,idle
28.006215,G,slurping,0
28.006229,C,idle
28.006244,I,idle
28.006260,C,slurping,2
28.006271,B,idle
28.006284,I,slurping,1
28.006314,B,slurping,2
28.006324,A,idle
28.006382,A,slurping,2
28.006220,H,slurping,1
28.119781,K,swallowing
28.132474,E,swallowing
28.220569,D,idle
28.220632,D,slurping,0
28.232678,J,idle
28.232753,J,slurping,1
29.006266,F,swallowing
29.006340,G,swallowing
29.006351,C,swallowing
29.006395,I,swallowing
29.006424,B,swallowing
29.006458,A,swallowing
29.006468,H,swallowing
29.119868,K,idle
29.119932,K,slurping,1
29.132567,E,idle
29.132630,E,slurping,2
29.220727,D,swallowing
29.232851,J,swallowing
30.006406,F,idle
30.006424,G,idle
30.006457,C,idle
30.006530,I,idle
30.006542,H,idle
30.006552,A,idle
30.006565,B,idle
30.006585,F,slurping,0
30.006729,C,slurping,0
30.006758,G,slurping,0
30.006817,H,slurping,2
30.006843,I,slurping,1
30.006860,B,slurping,1
30.006870,A,slurping,2
30.120025,K,swallowing
30.132719,E,swallowing
30.220813,D,idle
30.220860,D,slurping,1
30.232955,J,idle
30.233016,J,slurping,2
31.006673,F,swallowing
31.006812,C,swallowing
31.006868,G,swallowing
31.006900,I,swallowing
31.006937,H,swallowing
31.006945,B,swallowing
31.006953,A,swallowing
31.120123,K,idle
31.120202,K,slurping,0
31.132804,E,idle
31.132852,E,slurping,2
31.220954,D,swallowing
31.233114,J,swallowing
32.006792,F,idle
32.006863,F,slurping,1
32.006888,C,idle
32.006921,C,slurping,2
32.006946,G,idle
32.007018,I,idle
32.007026,G,slurping,2
32.007048,H,idle
32.007063,I,slurping,0
32.007074,B,idle
32.007085,H,slurping,0
32.007097,A,idle
32.007108,B,slurping,1
32.007133,A,slurping,1
32.120306,K,swallowing
32.132946,E,swallowing
32.221067,D,idle
32.221131,D,slurping,0
32.233218,J,idle
32.233276,J,slurping,2
33.007005,F,swallowing
33.007035,C,swallowing
33.007113,G,swallowing
33.007138,I,swallowing
33.007149,B,swallowing
33.007171,A,swallowing
33.007191,H,swallowing
33.120408,K,idle
33.120484,K,slurping,1
33.133043,E,idle
33.133090,E,slurping,0
33.221247,D,swallowing
33.233393,J,swallowing
34.007141,F,idle
34.007167,C,idle
34.007198,G,idle
34.007259,B,idle
34.007271,I,idle
34.007284,A,idle
34.007323,F,slurping,0
34.007337,H,idle
34.007431,C,slurping,2
34.007513,G,slurping,0
34.007559,H,slurping,2
34.007639,A,slurping,2
34.007661,I,slurping,1
34.007684,B,slurping,1
34.120587,K,swallowing
34.133187,E,swallowing
34.221354,D,idle
34.221437,D,slurping,1
34.233493,J,idle
34.233555,J,slurping,0
35.007404,F,swallowing
35.007511,C,swallowing
35.007605,G,swallowing
35.007637,H,swallowing
35.007727,A,swallowing
35.007754,I,swallowing
35.007767,B,swallowing
35.120689,K,idle
35.120761,K,slurping,0
35.133281,E,idle
35.133339,E,slurping,0
35.221544,D,swallowing
35.233640,J,swallowing
36.007505,F,idle
36.007580,F,slurping,2
36.007595,C,idle
36.007642,C,slurping,1
36.007681,G,idle
36.007736,H,idle
36.007755,G,slurping,0
36.007829,A,idle
36.007856,H,slurping,2
36.007873,A,slurping,2
36.007878,B,idle
36.007916,B,slurping,1
36.007927,I,idle
36.008015,I,slurping,1
36.120863,K,swallowing
36.133433,E,swallowing
36.221671,D,idle
36.221743,D,slurping,0
36.233765,J,idle
36.233827,J,slurping,0
37.007678,F,swallowing
37.007714,C,swallowing
37.007834,G,swallowing
37.007972,H,swallowing
37.007988,A,swallowing
37.007999,B,swallowing
37.008097,I,swallowing
37.120962,K,idle
37.121024,K,slurping,1
37.133518,E,idle
37.133565,E,slurping,2
37.221853,D,swallowing
37.233923,J,swallowing
38.007799,F,idle
38.007866,F,slurping,0
38.007982,G,idle
38.008015,G,slurping,0
38.008085,A,idle
38.008119,A,slurping,1
38.008129,B,idle
38.008167,B,slurping,0
38.008177,I,idle
38.008205,I,slurping,2
38.008383,C,idle
38.008419,C,slurping,2
38.008448,H,idle
38.008478,H,slurping,1
38.121128,K,swallowing
38.133654,E,swallowing
38.221962,D,idle
38.222035,D,slurping,1
38.234017,J,idle
38.234079,J,slurping,2
39.007984,F,swallowing
39.008095,G,swallowing
39.008248,A,swallowing
39.008257,B,swallowing
39.008295,I,swallowing
39.008497,C,swallowing
39.008556,H,swallowing
39.121231,K,idle
39.121299,K,slurping,2
39.133752,E,idle
39.133812,E,slurping,2
39.222138,D,swallowing
39.234177,J,swallowing
40.008086,F,idle
40.008163,F,slurping,0
40.008178,G,idle
40.008222,G,slurping,0
40.008345,A,idle
40.008398,A,slurping,2
40.008431,B,idle
40.008464,I,idle
40.008567,I,slurping,1
40.008590,B,slurping,1
40.008604,C,idle
40.008613,H,idle
40.008680,C,slurping,1
40.008695,H,slurping,0
40.121417,K,swallowing
40.133908,E,swallowing
40.222244,D,idle
40.222305,D,slurping,2
40.234278,J,idle
40.234338,J,slurping,2
41.008272,F,swallowing
41.008296,G,swallowing
41.008486,A,swallowing
41.008649,I,swallowing
41.008673,B,swallowing
41.008762,C,swallowing
41.008777,H,swallowing
41.121520,K,idle
41.121587,K,slurping,2
41.134012,E,idle
41.134063,E,slurping,1
41.222410,D,swallowing
41.234441,J,swallowing
42.008441,F,idle
42.008467,G,idle
42.008536,F,slurping,0
42.008571,G,slurping,2
42.008594,A,idle
42.008639,A,slurping,0
42.008756,I,idle
42.008772,B,idle
42.008790,I,slurping,1
42.008852,B,slurping,1
42.008859,H,idle
42.008897,H,slurping,2
42.008911,C,idle
42.008946,C,slurping,0
42.121675,K,swallowing
42.134156,E,swallowing
42.222498,D,idle
42.222566,D,slurping,2
42.234531,J,idle
42.234591,J,slurping,1
43.008663,F,swallowing
43.008691,G,swallowing
43.008728,A,swallowing
43.008868,I,swallowing
43.008938,B,swallowing
43.008982,C,swallowing
43.008994,H,swallowing
43.121774,K,idle
43.121866,K,slurping,1
43.134251,E,idle
43.134302,E,slurping,0
43.222660,D,swallowing
43.234686,J,swallowing
44.008765,F,idle
44.008802,G,idle
44.008818,A,idle
44.008878,F,slurping,0
44.008961,I,idle
44.009023,G,slurping,1
44.009040,B,idle
44.009057,C,idle
44.009066,H,idle
44.009192,A,slurping,2
44.009242,I,slurping,0
44.009300,B,slurping,1
44.009312,H,slurping,2
44.009353,C,slurping,2
44.121964,K,swallowing
44.134403,E,swallowing
44.222759,D,idle
44.222825,D,slurping,1
44.234785,J,idle
44.234838,J,slurping,0
45.008976,F,swallowing
45.009103,G,swallowing
45.009290,A,swallowing
45.009382,B,swallowing
45.009387,H,swallowing
45.009400,I,swallowing
45.009412,C,swallowing
45.122063,K,idle
45.122127,K,slurping,2
45.134483,E,idle
45.134530,E,slurping,2
45.222924,D,swallowing
45.234932,J,swallowing
46.009075,F,idle
46.009151,F,slurping,1
46.009184,G,idle
46.009224,G,slurping,0
46.009400,A,idle
46.009475,H,idle
46.009486,I,idle
46.009496,C,idle
46.009512,B,idle
46.009529,A,slurping,1
46.009552,H,slurping,2
46.009609,C,slurping,0
46.009666,I,slurping,1
46.009692,B,slurping,0
46.122227,K,swallowing
46.134625,E,swallowing
46.223028,D,idle
46.223095,D,slurping,2
46.235027,J,idle
46.235073,J,slurping,2
47.009259,F,swallowing
47.009299,G,swallowing
47.009614,A,swallowing
47.009675,H,swallowing
47.009688,C,swallowing
47.009745,I,swallowing
47.009776,B,swallowing
47.122326,K,idle
47.122400,K,slurping,1
47.134719,E,idle
47.134776,E,slurping,0
47.223194,D,swallowing
47.235166,J,swallowing
48.009415,F,idle
48.009433,G,idle
48.009698,G,slurping,1
48.009721,A,idle
48.009751,H,idle
48.009764,A,slurping,1
48.009786,F,slurping,2
48.009813,H,slurping,0
48.009818,I,idle
48.009870,I,slurping,0
48.009883,B,idle
48.009927,B,slurping,2
48.009939,C,idle
48.009986,C,slurping,2
48.122501,K,swallowing
48.134867,E,swallowing
48.223281,D,idle
48.223354,D,slurping,1
48.235284,J,idle
48.235337,J,slurping,0
49.009807,G,swallowing
49.009861,A,swallowing
49.009918,F,swallowing
49.009929,H,swallowing
49.009946,I,swallowing
49.010011,B,swallowing
49.010074,C,swallowing
49.122592,K,idle
49.122666,K,slurping,1
49.134963,E,idle
49.135016,E,slurping,1
49.223420,D,swallowing
49.235411,J,swallowing
50.009925,G,idle
50.009950,A,idle
50.010027,I,idle
50.010037,H,idle
50.010046,F,idle
50.010059,G,slurping,1
50.010108,B,idle
50.010169,C,idle
50.010363,A,slurping,2
50.010440,I,slurping,0
50.010464,H,slurping,2
50.010494,C,slurping,0
50.010521,F,slurping,2
50.010556,B,slurping,0
50.122785,K,swallowing
50.135110,E,swallowing
50.223516,D,idle
50.223608,D,slurping,1
50.235508,J,idle
50.235566,J,slurping,1
51.010180,G,swallowing
51.010487,A,swallowing
51.010522,I,swallowing
51.010535,H,swallowing
51.010547,C,swallowing
51.010635,F,swallowing
51.010649,B,swallowing
51.131408,K,idle
51.131478,K,slurping,1
51.142402,E,idle
51.142458,E,slurping,0
51.226069,D,swallowing
51.244394,J,swallowing
52.010291,G,idle
52.011626,G,slurping,0
52.011650,A,idle
52.011686,A,slurping,2
52.011698,I,idle
52.011731,I,slurping,2
52.011744,H,idle
52.011776,H,slurping,1
52.011788,C,idle
52.011836,C,slurping,0
52.011848,F,idle
52.011880,F,slurping,2
52.011892,B,idle
52.133139,K,swallowing
52.145390,E,swallowing
52.226415,D,idle
52.255419,B,slurping,0
52.272398,J,idle
53.011736,G,swallowing
53.011786,A,swallowing
53.011803,I,swallowing
53.011963,H,swallowing
53.011985,C,swallowing
53.012002,F,swallowing
53.113538,J,slurping,2
53.113555,D,slurping,0
53.133476,K,idle
53.133525,K,slurping,0
53.145486,E,idle
53.145527,E,slurping,2
53.255514,B,swallowing
54.011870,G,idle
54.011937,G,slurping,0
54.012086,H,idle
54.012098,I,idle
54.014649,A,idle
54.018389,F,idle
54.019396,C,idle
54.113965,D,swallowing
54.114394,J,swallowing
54.134951,K,swallowing
54.146428,E,swallowing
54.222432,A,slurping,0
54.252938,I,slurping,0
54.256412,B,idle
55.012406,G,swallowing
55.114073,D,idle
55.114479,J,idle
55.135683,K,idle
55.147407,E,idle
55.222522,A,swallowing
55.253019,I,swallowing
56.012518,G,idle
56.222631,A,idle
56.253112,I,idle
